"p_ao_id","pid","atid","ao_id","created_at","updated_at"
"26054","13027","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26055","13028","27","903","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26056","13028","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26057","13029","27","992","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26058","13029","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26059","13030","27","21","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26060","13030","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26061","13031","27","396","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26062","13031","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26063","13032","27","125","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26064","13032","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26065","13033","27","125","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26066","13033","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26067","13034","27","124","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26068","13034","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26069","13035","27","857","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26070","13035","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26071","13036","27","124","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26072","13036","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26073","13037","27","1409","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26074","13037","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26075","13038","27","1618","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26076","13038","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26077","13039","27","1409","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26078","13039","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26079","13040","27","21","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26080","13040","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26081","13041","27","1409","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26082","13041","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26083","13042","27","21","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26084","13042","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26085","13043","27","104","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26086","13043","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26087","13044","27","104","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26088","13044","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26089","13045","27","987","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26090","13045","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26091","13046","27","1464","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26092","13046","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26093","13047","27","1394","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26094","13047","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26095","13048","27","104","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26096","13048","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26097","13049","27","1129","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26098","13049","25","18","2020-08-30 23:23:03","2020-08-30 23:23:03"
"26099","13050","27","1531","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26100","13050","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26101","13051","27","1619","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26102","13051","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26103","13052","27","1620","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26104","13052","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26105","13053","27","1272","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26106","13053","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26108","13054","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26110","13055","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26111","13056","27","663","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26112","13056","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26113","13057","27","587","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26114","13057","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26115","13058","27","1034","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26116","13058","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26117","13059","27","1343","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26118","13059","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26119","13060","27","903","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26120","13060","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26121","13061","27","1343","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26122","13061","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26123","13062","27","587","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26124","13062","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26125","13063","27","21","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26126","13063","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26127","13064","27","122","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26128","13064","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26129","13065","27","21","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26130","13065","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26131","13066","27","396","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26132","13066","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26133","13067","27","1516","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26134","13067","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26135","13068","27","19","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26136","13068","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26137","13069","27","1619","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26138","13069","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26139","13070","27","1599","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26140","13070","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26141","13071","27","23","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26142","13071","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26143","13072","27","1038","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26144","13072","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26145","13073","27","362","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26146","13073","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26147","13074","27","1245","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26148","13074","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26149","13075","27","1351","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26150","13075","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26151","13076","27","1622","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26152","13076","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26153","13077","27","1623","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26154","13077","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26155","13078","27","929","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26156","13078","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26157","13079","27","587","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26158","13079","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26159","13080","27","21","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26160","13080","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26161","13081","27","929","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26162","13081","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26163","13082","27","180","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26164","13082","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26165","13083","27","987","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26166","13083","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26167","13084","27","1515","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26168","13084","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26169","13085","27","857","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26170","13085","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26171","13086","27","987","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26172","13086","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26173","13087","27","587","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26174","13087","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26175","13088","27","21","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26176","13088","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26177","13089","27","1271","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26178","13089","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26179","13090","27","974","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26180","13090","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26181","13091","27","1367","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26182","13091","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26183","13092","27","961","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26184","13092","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26185","13093","27","1622","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26186","13093","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26187","13094","27","966","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26188","13094","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26189","13095","27","1000","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26190","13095","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26191","13096","27","1000","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26192","13096","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26193","13097","27","1409","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26194","13097","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26195","13098","27","1099","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26196","13098","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26197","13099","27","21","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26198","13099","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26199","13100","27","2","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26200","13100","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26201","13101","27","971","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26202","13101","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26203","13102","27","1617","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26204","13102","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26205","13103","27","1624","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26206","13103","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26207","13104","27","1585","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26208","13104","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26209","13105","27","1362","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26210","13105","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26211","13106","27","174","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26212","13106","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26213","13107","27","925","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26214","13107","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26215","13108","27","1018","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26216","13108","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26217","13109","27","587","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26218","13109","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26219","13110","27","23","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26220","13110","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26221","13111","27","21","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26222","13111","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26223","13112","27","4","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26224","13112","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26225","13113","27","663","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26226","13113","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26227","13114","27","364","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26228","13114","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26229","13115","27","362","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26230","13115","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26231","13116","27","124","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26232","13116","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26233","13117","27","587","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26234","13117","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26235","13118","27","33","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26236","13118","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26237","13119","27","33","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26238","13119","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26239","13120","27","21","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26240","13120","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26241","13121","27","21","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26242","13121","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26243","13122","27","974","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26244","13122","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26245","13123","27","122","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26246","13123","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26247","13124","27","4","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26248","13124","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26249","13125","27","1585","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26250","13125","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26251","13126","27","587","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26252","13126","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26253","13127","27","104","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26254","13127","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26255","13128","27","2","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26256","13128","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26257","13129","27","2","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26258","13129","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26259","13130","27","587","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26260","13130","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26261","13131","27","1625","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26262","13131","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26263","13132","27","590","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26264","13132","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26265","13133","27","587","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26266","13133","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26267","13134","27","1585","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26268","13134","25","18","2020-08-30 23:23:04","2020-08-30 23:23:04"
"26269","13135","27","124","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26270","13135","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26271","13136","27","1626","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26272","13136","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26273","13137","27","980","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26274","13137","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26275","13138","27","1272","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26276","13138","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26277","13139","27","966","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26278","13139","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26279","13140","27","365","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26280","13140","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26281","13141","27","587","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26282","13141","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26283","13142","27","587","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26284","13142","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26285","13143","27","124","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26286","13143","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26287","13144","27","124","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26288","13144","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26289","13145","27","124","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26290","13145","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26291","13146","27","1279","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26292","13146","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26293","13147","27","1627","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26294","13147","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26295","13148","27","857","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26296","13148","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26297","13149","27","1272","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26298","13149","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26299","13150","27","966","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26300","13150","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26301","13151","27","1362","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26302","13151","25","18","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26303","13152","27","2","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26304","13152","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26305","13153","27","362","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26306","13153","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26307","13154","27","362","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26308","13154","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26309","13155","27","362","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26310","13155","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26311","13156","27","362","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26312","13156","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26313","13157","27","21","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26314","13157","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26315","13158","27","857","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26316","13158","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26317","13159","27","21","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26318","13159","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26319","13160","27","21","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26320","13160","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26321","13161","27","21","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26322","13161","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26323","13162","27","21","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26324","13162","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26325","13163","27","21","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26326","13163","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26327","13164","27","21","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26328","13164","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26329","13165","27","974","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26330","13165","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26331","13166","27","974","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26332","13166","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26333","13167","27","104","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26334","13167","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26335","13168","27","364","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26336","13168","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26337","13169","27","364","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26338","13169","25","1628","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26339","13170","27","70","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26340","13170","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26341","13171","27","1630","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26342","13171","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26343","13172","27","70","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26344","13172","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26345","13173","27","70","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26346","13173","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26347","13174","27","364","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26348","13174","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26349","13175","27","1025","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26350","13175","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26351","13176","27","1477","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26352","13176","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26353","13177","27","2","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26354","13177","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26355","13178","27","923","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26356","13178","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26357","13179","27","923","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26358","13179","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26359","13180","27","2","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26360","13180","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26361","13181","27","1112","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26362","13181","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26363","13182","27","1631","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26364","13182","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26365","13183","27","106","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26366","13183","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26367","13184","27","23","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26368","13184","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26369","13185","27","587","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26370","13185","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26371","13186","27","2","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26372","13186","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26373","13187","27","70","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26374","13187","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26375","13188","27","106","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26376","13188","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26377","13189","27","23","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26378","13189","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26379","13190","27","587","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26380","13190","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26381","13191","27","70","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26382","13191","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26383","13192","27","477","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26384","13192","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26385","13193","27","1632","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26386","13193","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26387","13194","27","1410","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26388","13194","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26389","13195","27","364","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26390","13195","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26391","13196","27","364","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26392","13196","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26393","13197","27","21","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26394","13197","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26395","13198","27","23","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26396","13198","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26397","13199","27","104","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26398","13199","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26399","13200","27","70","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26400","13200","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26401","13201","27","1633","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26402","13201","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26403","13202","27","1634","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26404","13202","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26405","13203","27","1633","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26406","13203","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26407","13204","27","23","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26408","13204","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26409","13205","27","364","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26410","13205","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26411","13206","27","70","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26412","13206","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26413","13207","27","364","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26414","13207","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26415","13208","27","23","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26416","13208","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26417","13209","27","23","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26418","13209","25","1629","2020-08-30 23:23:05","2020-08-30 23:23:05"
"26419","13210","27","23","2020-08-30 23:23:05","2020-08-30 23:23:05"
